CNTR_CODE,NUTS_ID,NUTS_NAME,Panel C
DE,DE149,Sigmaringen,
DE,DE211,"Ingolstadt,",
DE,DE212,"München,",
DE,DE213,"Rosenheim,",
DE,DE214,Altötting,
DE,DE215,Berchtesgadener,
DE,DE216,Bad,
DE,DE217,Dachau,
DE,DE218,Ebersberg,
DE,DE219,Eichstätt,
DE,DE21A,Erding,
DE,DE21B,Freising,
DE,DE21C,Fürstenfeldbruck,
DE,DE21D,Garmisch-Partenkirchen,
DE,DE21E,Landsberg,
DE,DE21F,Miesbach,
DE,DE21G,Mühldorf,
DE,DE21H,"München,",
DE,DE21I,Neuburg-Schrobenhausen,
DE,DE21J,Pfaffenhofen,
DE,DE21K,"Rosenheim,",
DE,DE21L,Starnberg,
DE,DE21M,Traunstein,
DE,DE21N,Weilheim-Schongau,
DE,DE221,"Landshut,",
DE,DE222,"Passau,",
DE,DE223,"Straubing,",
DE,DE224,Deggendorf,
DE,DE225,Freyung-Grafenau,
DE,DE226,Kelheim,
DE,DE227,"Landshut,",
DE,DE228,"Passau,",
DE,DE229,Regen,
DE,DE22A,Rottal-Inn,
DE,DE22B,Straubing-Bogen,
DE,DE22C,Dingolfing-Landau,
DE,DE231,"Amberg,",
DE,DE232,"Regensburg,",
DE,DE233,Weiden,
DE,DE111,"Stuttgart,",
DE,DE112,Böblingen,
DE,DE113,Esslingen,
DE,DE114,Göppingen,
DE,DE115,Ludwigsburg,
DE,DE116,Rems-Murr-Kreis,
DE,DE117,"Heilbronn,",
DE,DE118,"Heilbronn,",
DE,DE119,Hohenlohekreis,
DE,DE264,"Aschaffenburg,",
DE,DE265,Bad,
DE,DE266,Rhön-Grabfeld,
DE,DE267,Haßberge,
DE,DE268,Kitzingen,
DE,DE269,Miltenberg,
DE,DE26A,Main-Spessart,
DE,DE26B,"Schweinfurt,",
DE,DE26C,"Würzburg,",
DE,DE271,"Augsburg,",
DE,DE272,"Kaufbeuren,",
DE,DE273,Kempten,
DE,DE274,"Memmingen,",
DE,DE275,Aichach-Friedberg,
DE,DE276,"Augsburg,",
DE,DE277,Dillingen,
DE,DE278,Günzburg,
DE,DE279,Neu-Ulm,
DE,DE27A,Lindau,
DE,DE27B,Ostallgäu,
DE,DE27C,Unterallgäu,
DE,DE27D,Donau-Ries,
DE,DE27E,Oberallgäu,
DE,DE300,Berlin,
DE,DE401,Brandenburg,
DE,DE402,"Cottbus,",
DE,DE403,Frankfurt,
DE,DE404,"Potsdam,",
DE,DE405,Barnim,
DE,DE406,Dahme-Spreewald,
DE,DE407,Elbe-Elster,
DE,DE408,Havelland,
DE,DE409,Märkisch-Oderland,
DE,DE40A,Oberhavel,
DE,DE234,Amberg-Sulzbach,
DE,DE235,Cham,
DE,DE236,Neumarkt,
DE,DE237,Neustadt,
DE,DE238,"Regensburg,",
DE,DE239,Schwandorf,
DE,DE23A,Tirschenreuth,
DE,DE241,"Bamberg,",
DE,DE242,"Bayreuth,",
DE,DE243,"Coburg,",
DE,DE244,"Hof,",
DE,DE245,"Bamberg,",
DE,DE246,"Bayreuth,",
DE,DE247,"Coburg,",
DE,DE248,Forchheim,
DE,DE249,"Hof,",
DE,DE24A,Kronach,
DE,DE24B,Kulmbach,
DE,DE24C,Lichtenfels,
DE,DE24D,Wunsiedel,
DE,DE251,"Ansbach,",
DE,DE252,"Erlangen,",
DE,DE253,"Fürth,",
DE,DE254,"Nürnberg,",
DE,DE255,"Schwabach,",
DE,DE256,"Ansbach,",
DE,DE257,Erlangen-Höchstadt,
DE,DE258,"Fürth,",
DE,DE259,Nürnberger,
DE,DE25A,Neustadt,
DE,DE25B,Roth,
DE,DE25C,Weißenburg-Gunzenhausen,
DE,DE261,"Aschaffenburg,",
DE,DE262,"Schweinfurt,",
DE,DE263,"Würzburg,",
DE,DE932,Cuxhaven,
DE,DE933,Harburg,
DE,DE934,Lüchow-Dannenberg,
DE,DE935,"Lüneburg,",
DE,DE936,Osterholz,
DE,DE937,Rotenburg,
DE,DE938,Heidekreis,
DE,DE939,Stade,
DE,DE93A,Uelzen,
DE,DE93B,Verden,
DE,DE941,"Delmenhorst,",
DE,DE942,"Emden,",
DE,DE943,Oldenburg,
DE,DE944,"Osnabrück,",
DE,DE945,"Wilhelmshaven,",
DE,DE946,Ammerland,
DE,DE947,Aurich,
DE,DE948,Cloppenburg,
DE,DE949,Emsland,
DE,DE94A,Friesland,
DE,DE94B,Grafschaft,
DE,DE94C,Leer,
DE,DE94D,"Oldenburg,",
DE,DE94E,"Osnabrück,",
DE,DE94F,Vechta,
DE,DE94G,Wesermarsch,
DE,DE94H,Wittmund,
DE,DEA11,"Düsseldorf,",
DE,DEA12,"Duisburg,",
DE,DEA13,"Essen,",
DE,DEA14,"Krefeld,",
DE,DE733,Hersfeld-Rotenburg,
DE,DE734,"Kassel,",
DE,DE735,Schwalm-Eder-Kreis,
DE,DEA53,"Hagen,",
DE,DEA54,"Hamm,",
DE,DEA55,"Herne,",
DE,DEA56,Ennepe-Ruhr-Kreis,
DE,DEA57,Hochsauerlandkreis,
DE,DEA58,Märkischer,
DE,DEA59,Olpe,
DE,DEA5A,Siegen-Wittgenstein,
DE,DEA5B,Soest,
DE,DEA5C,Unna,
DE,DEB11,"Koblenz,",
DE,DEB12,Ahrweiler,
DE,DEB13,Altenkirchen,
DE,DEB14,Bad,
DE,DEB15,Birkenfeld,
DE,DEB17,Mayen-Koblenz,
DE,DEB18,Neuwied,
DE,DEB1A,Rhein-Lahn-Kreis,
DE,DEB1B,Westerwaldkreis,
DE,DEB1C,Cochem-Zell,
DE,DEB1D,Rhein-Hunsrück-Kreis,
DE,DEB21,"Trier,",
DE,DEB22,Bernkastel-Wittlich,
DE,DEB23,Eifelkreis,
DE,DEB24,Vulkaneifel,
DE,DEB25,Trier-Saarburg,
DE,DEB31,Frankenthal,
DE,DEB32,"Kaiserslautern,",
DE,DEB33,Landau,
DE,DEB34,Ludwigshafen,
DE,DEB35,"Mainz,",
DE,DEB36,Neustadt,
DE,DEB37,"Pirmasens,",
DE,DEB38,"Speyer,",
DE,DEB39,"Worms,",
DE,DEB3A,"Zweibrücken,",
DE,DEB3B,Alzey-Worms,
DE,DEB3C,Bad,
DE,DEB3D,Donnersbergkreis,
DE,DEB3E,Germersheim,
DE,DEB3F,"Kaiserslautern,",
DE,DEB3G,Kusel,
DE,DEB3H,Südliche,
DE,DEB3I,Rhein-Pfalz-Kreis,
DE,DEB3J,Mainz-Bingen,
DE,DEB3K,Südwestpfalz,
DE,1-Dec,Regionalverband,
DE,2-Dec,Merzig-Wadern,
DE,3-Dec,Neunkirchen,
DE,4-Dec,Saarlouis,
DE,5-Dec,Saarpfalz-Kreis,
DE,6-Dec,St.,
DE,DED21,"Dresden,",
DE,DED2C,Bautzen,
DE,DED2D,Görlitz,
DE,DED2E,Meißen,
DE,DED2F,Sächsische,
DE,DED41,"Chemnitz,",
DE,DED42,Erzgebirgskreis,
DE,DED43,Mittelsachsen,
DE,DED44,Vogtlandkreis,
DE,DED45,Zwickau,
DE,DED51,"Leipzig,",
DE,DED52,Leipzig,
DE,DED53,Nordsachsen,
DE,DEE01,"Dessau-Roßlau,",
DE,DEE02,Halle,
DE,DEE03,"Magdeburg,",
DE,DEE04,Altmarkkreis,
DE,DEE05,Anhalt-Bitterfeld,
DE,DEE06,Jerichower,
DE,DEE07,Börde,
DE,DEE08,Burgenlandkreis,
DE,DEG0E,Hildburghausen,
DE,DEG0F,Ilm-Kreis,
DE,DEG0G,Weimarer,
DE,DEG0H,Sonneberg,
DE,DEG0I,Saalfeld-Rudolstadt,
DE,DEG0J,Saale-Holzland-Kreis,
DE,DEG0K,Saale-Orla-Kreis,
DE,DEG0L,Greiz,
DE,DEG0M,Altenburger,
DE,DEG0N,"Eisenach,",
DE,DEG0P,Wartburgkreis,
EE,EE001,Põhja-Eesti,
EE,EE004,Lääne-Eesti,
EE,EE009,Kesk-Eesti,
EE,EE00A,Kirde-Eesti,
EE,EE008,Lõuna-Eesti,
EL,EL301,Βόρειος,
EL,EL411,"Λέσβος,",
EL,EL412,"Ικαρία,",
EL,EL413,Χίος,
EL,EL421,"Κάλυμνος,",
EL,EL422,"Άνδρος,",
EL,EL433,Ρέθυμνο,
EL,EL434,Χανιά,
EL,EL511,Έβρος,
EL,EL512,Ξάνθη,
EL,EL513,Ροδόπη,
EL,EL514,Δράμα,
EL,EL515,"Θάσος,",
EL,EL521,Ημαθία,
EL,EL523,Κιλκίς,
DE,DEA15,"Mönchengladbach,",
DE,DEE09,Harz,
DE,DEE0A,Mansfeld-Südharz,
DE,DEE0B,Saalekreis,
DE,DEE0C,Salzlandkreis,
DE,DEE0D,Stendal,
DE,DEE0E,Wittenberg,
DE,DEF01,"Flensburg,",
DE,DEF02,"Kiel,",
DE,DEF03,"Lübeck,",
DE,DEF04,"Neumünster,",
DE,DEF05,Dithmarschen,
DE,DEF06,Herzogtum,
DE,DEF07,Nordfriesland,
DE,DEF08,Ostholstein,
DE,DEF09,Pinneberg,
DE,DEF0A,Plön,
DE,DEF0B,Rendsburg-Eckernförde,
DE,DEF0C,Schleswig-Flensburg,
DE,DEF0D,Segeberg,
DE,DEF0E,Steinburg,
DE,DEF0F,Stormarn,
DE,DEG01,"Erfurt,",
DE,DEG02,"Gera,",
DE,DEG03,"Jena,",
DE,DEG04,"Suhl,",
DE,DEG05,"Weimar,",
DE,DEG06,Eichsfeld,
DE,DEG07,Nordhausen,
DE,DEG09,Unstrut-Hainich-Kreis,
DE,DEG0A,Kyffhäuserkreis,
DE,DEG0B,Schmalkalden-Meiningen,
DE,DEG0C,Gotha,
DE,DEG0D,Sömmerda,
DE,DEA16,Mülheim,
DE,DEA17,"Oberhausen,",
DE,DEA18,"Remscheid,",
DE,DEA19,"Solingen,",
DE,DEA1A,"Wuppertal,",
DE,DEA1B,Kleve,
DE,DEA1C,Mettmann,
DE,DEA1D,Rhein-Kreis,
DE,DEA1E,Viersen,
DE,DEA1F,Wesel,
DE,DEA22,"Bonn,",
DE,DEA23,"Köln,",
DE,DEA24,"Leverkusen,",
DE,DEA26,Düren,
DE,DEA27,Rhein-Erft-Kreis,
DE,DEA28,Euskirchen,
DE,DEA29,Heinsberg,
DE,DEA2A,Oberbergischer,
DE,DEA2B,Rheinisch-Bergischer,
DE,DEA2C,Rhein-Sieg-Kreis,
DE,DEA2D,Städteregion,
DE,DEA31,"Bottrop,",
DE,DEA32,"Gelsenkirchen,",
DE,DEA33,"Münster,",
DE,DEA34,Borken,
DE,DEA35,Coesfeld,
DE,DEA36,Recklinghausen,
DE,DEA37,Steinfurt,
DE,DEA38,Warendorf,
DE,DEA41,"Bielefeld,",
DE,DEA42,Gütersloh,
DE,DEA43,Herford,
DE,DEA44,Höxter,
DE,DEA45,Lippe,
DE,DEA46,Minden-Lübbecke,
DE,DEA47,Paderborn,
DE,DEA51,"Bochum,",
DE,DEA52,"Dortmund,",
FI,FI200,Åland,
EL,EL524,Πέλλα,
EL,EL642,Εύβοια,
EL,EL643,Ευρυτανία,
EL,EL644,Φθιώτιδα,
EL,EL645,Φωκίδα,
EL,EL651,"Αργολίδα,",
EL,EL653,"Λακωνία,",
EL,EL525,Πιερία,
EL,EL526,Σέρρες,
EL,EL527,Χαλκιδική,
EL,EL531,"Γρεβενά,",
EL,EL532,Καστοριά,
EL,EL533,Φλώρινα,
EL,EL541,"Άρτα,",
EL,EL542,Θεσπρωτία,
EL,EL543,Ιωάννινα,
EL,EL611,"Καρδίτσα,",
EL,EL612,Λάρισα,
EL,EL622,Κέρκυρα,
EL,EL623,"Ιθάκη,",
EL,EL624,Λευκάδα,
EL,EL631,Αιτωλοακαρνανία,
EL,EL633,Ηλεία,
EL,EL641,Βοιωτία,
ES,ES630,Ceuta,
HU,HU321,Hajdú-Bihar,
HU,HU322,Jász-Nagykun-Szolnok,
HR,HR022,Virovitičko-podravska,
HR,HR031,Primorsko-goranska,
HR,HR032,Ličko-senjska,
HR,HR033,Zadarska,
HR,HR034,Šibensko-kninska,
HR,HR035,Splitsko-dalmatinska,
HR,HR036,Istarska,
HR,HR037,Dubrovačko-neretvanska,
HR,HR065,Zagrebačka,
HR,HR064,Krapinsko-zagorska,
HR,HR062,Varaždinska,
HR,HR063,Koprivničko-križevačka,
HR,HR061,Međimurska,
HR,HR021,Bjelovarsko-bilogorska,
HR,HR023,Požeško-slavonska,
HR,HR024,Brodsko-posavska,
HR,HR025,Osječko-baranjska,
HR,HR026,Vukovarsko-srijemska,
HR,HR027,Karlovačka,
HR,HR028,Sisačko-moslavačka,
HU,HU110,Budapest,
HU,HU120,Pest,
HU,HU211,Fejér,
HU,HU212,Komárom-Esztergom,
HU,HU213,Veszprém,
HU,HU221,Győr-Moson-Sopron,
HU,HU222,Vas,
HU,HU223,Zala,
HU,HU231,Baranya,
HU,HU232,Somogy,
HU,HU233,Tolna,
HU,HU311,Borsod-Abaúj-Zemplén,
HU,HU312,Heves,
HU,HU313,Nógrád,
LT,LT025,Panevėžio,
LT,LT026,Šiaulių,
HU,HU323,Szabolcs-Szatmár-Bereg,
HU,HU331,Bács-Kiskun,
HU,HU332,Békés,
HU,HU333,Csongrád,
IT,ITC13,Biella,
LT,LT027,Tauragės,
LT,LT028,Telšių,
LT,LT029,Utenos,
LV,LV003,Kurzeme,
LV,LV005,Latgale,
LV,LV006,Rīga,
LV,LV007,Pierīga,
LV,LV008,Vidzeme,
LV,LV009,Zemgale,
IT,ITC49,Lodi,
IT,ITC4C,Milano,
IT,ITC4D,Monza,
IT,ITF13,Pescara,
IT,ITF14,Chieti,
IT,ITF21,Isernia,
IT,ITF22,Campobasso,
IT,ITF32,Benevento,
IT,ITF34,Avellino,
IT,ITF44,Brindisi,
IT,ITF48,Barletta-Andria-Trani,
IT,ITF51,Potenza,
IT,ITF52,Matera,
IT,ITH10,Bolzano-Bozen,
IT,ITH20,Trento,
IT,ITH31,Verona,
IT,ITC17,Asti,
IT,ITC31,Imperia,
IT,ITC32,Savona,
IT,ITC33,Genova,
IT,ITC34,La,
IT,ITC41,Varese,
IT,ITC43,Lecco,
IT,ITC44,Sondrio,
IT,ITI17,Pisa,
IT,ITI18,Arezzo,
IT,ITI19,Siena,
IT,ITI1A,Grosseto,
IT,ITI22,Terni,
IT,ITI41,Viterbo,
IT,ITI42,Rieti,
IT,ITI45,Frosinone,
LT,LT011,Vilniaus,
LT,LT021,Alytaus,
LT,LT022,Kauno,
LT,LT023,Klaipėdos,
LT,LT024,Marijampolės,
PL,PL213,Miasto,
PL,PL214,Krakowski,
PL,PL217,Tarnowski,
PL,PL218,Nowosądecki,
PL,PL219,Nowotarski,
PL,PL225,Bielski,
PL,PL227,Rybnicki,
PL,PL228,Bytomski,
IT,ITH33,Belluno,
IT,ITH36,Padova,
IT,ITH37,Rovigo,
IT,ITI12,Lucca,
IT,ITI13,Pistoia,
IT,ITI14,Firenze,
IT,ITI15,Prato,
PL,PL22B,Sosnowiecki,
PL,PL22C,Tyski,
PL,PL411,Pilski,
PL,PL414,Koniński,
PL,PL415,Miasto,
PL,PL515,Jeleniogórski,
PL,PL516,Legnicko-głogowski,
PL,PL517,Wałbrzyski,
PL,PL518,Wrocławski,
PL,PL523,Nyski,
PL,PL524,Opolski,
PL,PL613,Bydgosko-toruński,
PL,PL616,Grudziądzki,
PL,PL617,Inowrocławski,
PL,PL618,Świecki,
PL,PL619,Włocławski,
PL,PL621,Elbląski,
PL,PL622,Olsztyński,
PL,PL623,Ełcki,
PL,PL633,Trójmiejski,
PL,PL634,Gdański,
PL,PL636,Słupski,
PL,PL637,Chojnicki,
PL,PL638,Starogardzki,
PL,PL712,Łódzki,
PL,PL713,Piotrkowski,
PL,PL714,Sieradzki,
PL,PL715,Skierniewicki,
PL,PL721,Kielecki,
PL,PL722,Sandomiersko-jędrzejowski,
PL,PL811,Bialski,
PL,PL812,Chełmsko-zamojski,
PL,PL814,Lubelski,
PL,PL815,Puławski,
PL,PL821,Krośnieński,
PL,PL822,Przemyski,
PL,PL823,Rzeszowski,
PL,PL824,Tarnobrzeski,
PL,PL841,Białostocki,
PL,PL842,Łomżyński,
PL,PL843,Suwalski,
PL,PL912,Warszawski,
PL,PL416,Kaliski,
PL,PL417,Leszczyński,
PL,PL418,Poznański,
PL,PL424,Miasto,
PL,PL426,Koszaliński,
PL,PL427,Szczecinecko-pyrzycki,
PL,PL428,Szczeciński,
PL,PL431,Gorzowski,
PL,PL432,Zielonogórski,
PL,PL514,Miasto,
PL,PL21A,Oświęcimski,
PL,PL224,Częstochowski,
RO,RO126,Sibiu,
RO,RO211,Bacău,
RO,RO212,Botoşani,
RO,RO213,Iaşi,
RO,RO214,Neamţ,
RO,RO215,Suceava,
RO,RO216,Vaslui,
RO,RO221,Brăila,
RO,RO222,Buzău,
RO,RO223,Constanţa,
RO,RO224,Galaţi,
RO,RO225,Tulcea,
RO,RO226,Vrancea,
RO,RO311,Argeş,
RO,RO312,Călăraşi,
RO,RO313,Dâmboviţa,
RO,RO314,Giurgiu,
RO,RO315,Ialomiţa,
RO,RO316,Prahova,
RO,RO317,Teleorman,
RO,RO321,Bucureşti,
RO,RO322,Ilfov,
RO,RO411,Dolj,
RO,RO412,Gorj,
RO,RO413,Mehedinţi,
RO,RO414,Olt,
RO,RO415,Vâlcea,
RO,RO421,Arad,
RO,RO422,Caraş-Severin,
RO,RO423,Hunedoara,
RO,RO424,Timiş,
UK,UKG23,Stoke-on-Trent,
UK,UKG31,Birmingham,
RO,RO111,Bihor,
RO,RO112,Bistriţa-Năsăud,
RO,RO113,Cluj,
RO,RO114,Maramureş,
RO,RO115,Satu,
RO,RO116,Sălaj,
RO,RO121,Alba,
RO,RO122,Braşov,
RO,RO123,Covasna,
RO,RO124,Harghita,
RO,RO125,Mureş,
UK,UKG32,Solihull,
UK,UKG33,Coventry,
UK,UKG36,Dudley,
UK,UKG37,Sandwell,
UK,UKG38,Walsall,
UK,UKG39,Wolverhampton,
UK,UKH21,Luton,
SI,SI038,Primorsko-notranjska,
PL,PL913,Warszawski,
PL,PL921,Radomski,
PL,PL922,Ciechanowski,
PL,PL923,Płocki,
PL,PL924,Ostrołęcki,
PL,PL925,Siedlecki,
PL,PL926,Żyrardowski,
PT,PT11B,Alto,
PT,PT11D,Douro,
PT,PT11E,Terras,
UK,UKC13,Darlington,
UK,UKD33,Manchester,
UK,UKD35,Greater,
UK,UKD37,Greater,
UK,UKD41,Blackburn,
UK,UKD42,Blackpool,
UK,UKD46,East,
UK,UKD62,Cheshire,
UK,UKD72,Liverpool,
UK,UKI61,Bromley,
UK,UKI62,Croydon,
UK,UKI63,"Merton,",
UK,UKI71,Barnet,
UK,UKI72,Brent,
UK,UKI73,Ealing,
UK,UKI74,Harrow,
UK,UKJ26,East,
UK,UKE32,Sheffield,
UK,UKE41,Bradford,
UK,UKN09,Ards,
UK,UKN0D,Antrim,
UK,UKN0E,Lisburn,
UK,UKM65,Orkney,
UK,UKM66,Shetland,
UK,UKJ37,North,
UK,UKK14,Swindon,
UK,UKK42,Torbay,
UK,UKL15,Central,
UK,UKL16,Gwent,
BE,BE329,Arr.,
